original_language,original_title,release_date,,runtime,runtime,tagline,vote_average,price;
en,The Mack,04/04/1973,,110,110,There's a new kind of hero on the streets!,7.2,6.99;
en,The Wanderers,13/07/1979,,117,117,It was the Wanderer's Against The World...,7.2,6.99;
"en,The Ladykillers,08/12/1955,,91,91,""Who was that lady I saw you outwit last night? That was no lady...That was 'Mum' Wilberforce, ..."",7.3,6.99";
en,The Lavender Hill Mob,21/06/1951,,81,81,The men who broke the bank - and lost the cargo!,7.3,6.99;
en,Charly,20/09/2002,,103,103,Real Love Stories Have No Ending,7.6,7.99;
"en,The Pride of the Yankees,14/07/1942,,128,128,""Intimate and thrilling drama of a hero of the headlines... the girl who had his love and shared his life, but dared not question his one secret!"",7.1,6.99";
en,Horror of Dracula,08/05/1958,,82,82,Who will his bride be tonight?,7.2,6.99;
en,The Fan,15/05/1981,,95,95,The final act is murder.,7.3,6.99;
"en,Shamus,31/01/1973,,106,106,""SHAMUS a pool-shooting, card-playing, broad-chasing, private eye...cross him, and he'll blow your head off!"",7.6,7.99";
en,Bowling for Columbine,09/10/2002,,120,120,One nation under the gun.,7.3,6.99;
"en,Times Square,17/10/1980,,111,111,""In the heart of Times Square, a poor girl becomes famous, a rich girl becomes courageous, and both become friends."",7.4,6.99";
en,...All the Marbles,16/10/1981,,113,113,The California Dolls and their best friend Harry...Together they're going for...All The Marbles,7.3,6.99;
en,All Night Long,06/03/1981,,87,87,She's got a way with men. And she's getting away with it...,7.3,6.99;
en,Blow Out,24/07/1981,,108,108,Murder has a sound all of its own!,7.3,6.99;
"en,First Monday in October,21/08/1981,,98,98,""In the Supreme Court, there are only eight of them against all of her."",7.7,7.99";
"en,Gallipoli,13/08/1981,,112,112,""From a place you've never heard of, comes a story you'll never forget."",7.1,6.99";
en,Frida,29/08/2002,,123,123,Prepare to be seduced,7.3,6.99;
en,Harry Potter and the Chamber of Secrets,13/11/2002,,161,161,Hogwarts is back in session.,7.4,6.99;
"en,Thief,27/03/1981,,122,122,""Tonight, his take home pay is $410,000... tax free."",7.3,6.99";
en,Treasure Planet,26/11/2002,,95,95,Find your place in the universe.,7.2,6.99;
en,Zulu,22/01/1964,,138,138,Dwarfing the mightiest! Towering over the greatest!,7.4,6.99;
"en,Adaptation.,06/12/2002,,114,114,""From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich."",7.3,6.99";
en,Urgh! A Music War,01/01/1981,,122,122,Stand up & dance!,7.1,6.99;
en,Britannia Hospital,27/05/1982,,116,116,Will they ever recover...?,7.5,7.99;
en,The Lord of the Rings: The Two Towers,18/12/2002,,179,179,A New Power Is Rising.,8,7.99;
en,25th Hour,16/12/2002,,135,135,This life was so close to never happening.,7.2,6.99;
en,Gangs of New York,14/12/2002,,167,167,America was born in the streets.,7.1,6.99;
en,The Children's Hour,01/01/1961,,107,107,One simple lie destroyed everything they had.,7.5,7.99;
en,The Duellists,31/08/1977,,100,100,Fencing is a science. Loving is a passion. Duelling is an obsession.,7.1,6.99;
"en,A Kiss Before Dying,12/06/1956,,94,94,""He had looks, charm... and killer instincts."",7.1,6.99";
en,The Thief of Bagdad,25/12/1940,,106,106,GIGANTIC! The Wonder Picture of All Time!,7.5,7.99;
en,Catch Me If You Can,25/12/2002,,141,141,The true story of a real fake.,7.7,7.99;
en,The Pianist,24/09/2002,,150,150,Music was his passion. Survival was his masterpiece.,8.1,7.99;
en,The King of Comedy,18/12/1982,,109,109,It's No Laughing Matter.,7.6,7.99;
en,American Me,13/03/1992,,125,125,In prison they are the law. On the streets they are the power.,7.3,6.99;
"en,A Little Romance,27/04/1979,,108,108,""America is having a love affair with """"A Little Romance"""""",7.5,7.99";
en,The Smallest Show on Earth,09/04/1957,,80,80,The Funniest Show on Earth!,7.1,6.99;
"en,The Grey Fox,16/12/1982,,110,110,""In 1901, after 33 years in San Quentin Prison, Bill Miner, """"The Gentleman Bandit"""", was released into the Twentieth Century."",7.2,6.99";
"en,Monty Python Live at the Hollywood Bowl,25/06/1982,,77,77,""Never before in the history of human civilization has there been a movie called """"Monty Python Live at the Hollywood Bowl"""""",7.2,6.99";
en,Starstruck,08/04/1982,,105,105,A Comedy Musical.,8,7.99;
en,Stand-In,29/10/1937,,91,91,Hail! The conquering hero comes!,7.2,6.99;
en,A Patch of Blue,10/12/1965,,105,105,Love is color blind.,7.6,7.99;
en,The Life of David Gale,21/02/2003,,130,130,The crime is clear. The truth is not.,7.3,6.99;
en,The Safety of Objects,25/10/2002,,121,121,What do you hold on to when your world turns upside down?,7.3,6.99;
"en,King of Kings,11/10/1961,,168,168,""Of good and evil, of love and hate, of peace and war."",7.2,6.99";
en,The Awful Truth,01/01/1937,,91,91,Danger! Wild woman on the loose!,7.2,6.99;
en,In a Lonely Place,17/05/1950,,94,94,The Bogart suspense picture with the surprise finish -,7.5,7.99;
en,Ghosts of the Abyss,10/04/2003,,92,92,The legend no one can forget has become the greatest adventure ever filmed.,7.1,6.99;
"en,Straw Dogs,29/12/1971,,118,118,""No good, no bad, no justice."",7.2,6.99";
en,Identity,25/04/2003,,90,90,The secret lies within.,7.1,6.99;
en,Spellbound,13/11/2002,,97,97,Everyone wants the last word.,7.2,6.99;
en,Washington Heights,22/05/2002,,89,89,Washington Heights Get Out!,8.5,7.99;
en,High Society,17/07/1956,,111,111,They're all together for the first time!,7.2,6.99;
en,Cinemania,06/07/2002,,79,79,Reel obsession,7.1,6.99;
en,Finding Nemo,30/05/2003,,100,100,There are 3.7 trillion fish in the ocean. They're looking for one.,7.6,7.99;
en,Capturing the Friedmans,30/05/2003,,107,107,Who do you believe?,7.4,6.99;
"en,The Swimmer,15/05/1968,,95,95,""When you talk about """"The Swimmer"""" will you talk about yourself?"",7.4,6.99";
"en,The Railway Children,21/12/1970,,109,109,""The Railway, the Children . . . and the wonderful secret they'll share with you !"",7.1,6.99";
en,Winchester '73,12/07/1950,,92,92,The Gun That Won The West!,7.5,7.99;
en,Barton Fink,01/08/1991,,116,116,There's only one thing stranger than what's going on inside his head. What's going on outside.,7.4,6.99;
en,The Song of Bernadette,21/12/1943,,156,156,Here is greatness . . . wonder . . . and majesty . . . no human words can describe!,7.4,6.99;
en,Thoroughly Modern Millie,21/03/1967,,138,138,Julie as you love her... in the happiest motion picture hit of the year!,7.1,6.99;
en,28 Days Later,31/10/2002,,113,113,His fear began when he woke up alone. His terror began when he realised he wasn't.,7.1,6.99;
en,Jesus,19/10/1979,,117,117,The story of Jesus according to the Gospel of Luke.,8.9,8.99;
"en,""What's Up, Doc?"",09/03/1972,,94,94,A screwball comedy. Remember them?,7.3,6.99";
en,Pirates of the Caribbean: The Curse of the Black Pearl,09/07/2003,,143,143,Prepare to be blown out of the water.,7.5,7.99;
en,I Capture the Castle,09/05/2003,,113,113,You can't choose who you fall in love with,7.1,6.99;
"en,""One, Two, Three"",15/12/1961,,115,115,Billy Wilder's Explosive New Comedy,7.6,7.99";
en,The Magdalene Sisters,24/10/2002,,119,119,In a place that defied belief their only hope was each other.,7.4,6.99;
en,Brother's Keeper,09/09/1992,,104,104,A heartwarming tale of murder.,7.4,6.99;
en,American Splendor,15/08/2003,,101,101,Ordinary life is pretty complex stuff,7.1,6.99;
en,Wait Until Dark,26/10/1967,,108,108,A blind woman plays a deadly game of survival.,7.5,7.99;
en,The Business of Fancydancing,14/01/2002,,103,103,Sometimes going home is the hardest journey of all.,8,7.99;
en,Tunes of Glory,16/08/1960,,102,102,Here's a Helluva Swelluva Free-Swinging Movie!,7.1,6.99;
en,Kind Hearts and Coronets,01/01/1949,,106,106,A hilarious study in the gentle art of murder.,7.6,7.99;
"en,The Red Shoes,20/07/1948,,133,133,""Dance she did, and dance she must - between her two loves"",8.2,7.99";
en,Lost in Translation,31/08/2003,,102,102,Everyone wants to be found.,7.3,6.99;
en,Paper Moon,09/05/1973,,102,102,These aren't everyday people and this is no ordinary movie.,7.8,7.99;
en,Videodrome,04/02/1983,,87,87,First it controls your mind. Then it destroys your body.,7.1,6.99;
en,Judgment at Nuremberg,01/12/1961,,186,186,The event the world will never forget,7.6,7.99;
en,The Song Remains the Same,05/11/1976,,137,137,In Concert And Beyond,8,7.99;
"en,Seven Brides for Seven Brothers,22/07/1954,,102,102,""LUSTY, MIRTHFUL GIRL-STEALING MUSICAL! . . . with Seven Great Songs!"",7.1,6.99";
en,All the President's Men,04/04/1976,,138,138,The most devastating detective story of this century.,7.6,7.99;
en,Boyz n the Hood,12/07/1991,,112,112,Once upon a time in South Central L.A... It ain't no fairy tale.,7.4,6.99;
"en,The Meaning of Life,31/03/1983,,107,107,""It took God six days to create the earth, and Monty Python just 90 minutes to screw it up."",7.2,6.99";
en,Where Eagles Dare,04/12/1968,,155,155,They dare to climb a terrifying new peak in suspense... all the way up to hell!,7.4,6.99;
"en,Sunday in the Country,22/11/1974,,93,93,""Suddenly, on a peaceful Sunday in the country, one man was forced to defend his home and his family!"",7.8,7.99";
en,Sudden Fear,01/08/1952,,110,110,Every Suspenseful Moment...Every Embrace...Every Kiss - A Breathtaking Experience!,7.1,6.99;
en,Les blessures assassines,22/11/2000,,94,94,It wasn't just a crime.  It was a crime of passion.,7.2,6.99;
"en,Yankee Doodle Dandy,06/06/1942,,126,126,""Get ready to Laugh, to Sing, to Shout! ...For here comes Uncle Sam's Star Spangled Yankee Doodle Dandy!"",7.4,6.99";
en,All That Money Can Buy,29/10/1941,,107,107,A GREAT MOTION PICTURE DARES TO BE DIFFERENT!,7.7,7.99;
en,The Station Agent,26/01/2003,,88,88,Loneliness is much better when you have got someone to share it with.,7.4,6.99;
"en,Mystic River,07/10/2003,,138,138,""We bury our sins, we wash them clean."",7.6,7.99";
en,Kill Bill: Vol. 1,10/10/2003,,111,111,Go for the kill.,7.7,7.99;
en,Gypsy 83,01/01/2001,,94,94,Some of us were never meant to fit in.,7.4,6.99;
en,Normal,21/01/2003,,110,110,Love. Marriage. Acceptance. Sex change.,7.2,6.99;
"en,Interstate 60,13/04/2002,,116,116,""It began as a wish, became an adventure, and ended as the ultimate road trip."",7.1,6.99";
en,Sherlock Holmes and the Voice of Terror,18/09/1942,,65,65,THE MASTER MINDS OF MYSTERY!,7.3,6.99;
en,Sherlock Holmes Faces Death,17/09/1943,,68,68,THEIR NEWEST AND GREATEST ADVENTURE!,7.2,6.99;
en,Tupac: Resurrection,23/01/2003,,112,112,In his own words,8,7.99;
en,21 Grams,06/09/2003,,124,124,How much does life weigh?,7.2,6.99;
en,Tales from the Crypt,09/03/1972,,92,92,DEATH LIVES in the Vault of Horror!,7.2,6.99;
en,Invasion of the Body Snatchers,19/12/1978,,115,115,From deep space... The seed is planted... the terror grows,7.1,6.99;
"en,The Night of the Hunter,03/04/1955,,93,93,""The wedding night, the anticipation, the kiss, the knife, BUT ABOVE ALL...THE SUSPENSE!"",7.9,7.99";
en,Silverado,10/07/1985,,127,127,Four strangers become friends. Four friends become heros. On the road to...,7.1,6.99;
en,Follow the Fleet,20/02/1936,,110,110,In the Super-Dreadnought of Musical Shows,7.1,6.99;
en,Little Women,01/04/1949,,121,121,THRILLS OF YOUNG LOVE!,7.6,7.99;
en,Swing Time,27/08/1936,,103,103,A glorious songburst of gaiety and laughter!,7.1,6.99;
en,National Velvet,14/12/1944,,123,123,Simple Story Of A Boy . . . A Girl . . . And A Horse! Set to the thunder of the Grand National Steeplechase!,7.3,6.99;
"en,Jesus Christ Superstar,15/08/1973,,108,108,""And now, the movie......"",7.1,6.99";
en,Red River,26/08/1948,,133,133,Big as the men who faced this challenge! Bold as the women who loved them!,7.3,6.99;
en,Stagecoach,02/03/1939,,96,96,Danger holds the reins as the devil cracks the whip! Desperate men! Frontier women! Rising above their pasts in a West corrupted by violence and gun-fire!,7.6,7.99;
en,A Shot in the Dark,23/06/1964,,102,102,... The Picture That Gets Away With Murder!,7.2,6.99;
en,The Court Jester,24/12/1955,,101,101,SONGS! Where Walks My True Love -- Baby Let Me Take You Dreaming -- Life Could Not Better Be -- The Maladjusted Jester -- My Heart Knows A Lovely Song! -- Outfox The Fox,7.7,7.99;
en,Jezebel,19/03/1938,,103,103,A Fearless Feminine Creature with a heart full of love!,7.2,6.99;
en,The Hunchback of Notre Dame,29/12/1939,,116,116,Impact! Power! Fire! Pathos! Drama!,7.6,7.99;
"en,""Play It Again, Sam"",04/05/1972,,85,85,""Here's laughing at you, kid."",7.4,6.99";
en,Ryan's Daughter,09/12/1970,,195,195,A story of love...set against the violence of rebellion,7.6,7.99;
en,Adam's Rib,18/11/1949,,101,101,Funniest Picture in 10 Years!,7.2,6.99;
en,A Night at the Opera,08/11/1935,,96,96,Don't miss it! The funniest picture ever made!,7.6,7.99;
"en,The Last Samurai,05/12/2003,,154,154,""In the face of an enemy, in the heart of one man, lies the soul of a warrior."",7.3,6.99";
en,Big Fish,25/12/2003,,125,125,An adventure as big as life itself.,7.6,7.99;
en,The Lord of the Rings: The Return of the King,01/12/2003,,201,201,The eye of the enemy is moving.,8.1,7.99;
en,Aileen: Life and Death of a Serial Killer,09/09/2003,,89,89,The 2002 Interviews.,7.6,7.99;
"en,The Enforcer,24/02/1951,,87,87,""""""If you're smart you'll come down - if you're dumb you'll be dead..."""""",7.4,6.99";
en,The Court-Martial of Billy Mitchell,31/12/1955,,100,100,He defied the army and navy . . . and they gave him a Court Martial!,7.4,6.99;
"en,My Darling Clementine,03/12/1946,,97,97,""She was everything the West was - young, fiery, exciting!"",7.5,7.99";
en,To Have and Have Not,11/10/1944,,100,100,TALK ABOUT T.N.T.! THIS is IT!,7.6,7.99;
en,Dark Passage,27/09/1947,,106,106,IN DANGER AS VIOLENT AS THEIR LOVE!!!,7.2,6.99;
en,The Ox-Bow Incident,11/03/1943,,75,75,Tough! True! Terrifying!,7.9,7.99;
en,D.O.A.,30/04/1950,,83,83,A picture as excitingly different as its title!,7.2,6.99;
en,Intolerance: Love's Struggle Throughout the Ages,04/09/1916,,197,197,The Cruel Hand of Intolerance,7.4,6.99;
"en,The Out of Towners,28/05/1970,,98,98,""When they take you for an out-of-towner, they really take you."",7.1,6.99";
"en,The Butterfly Effect,22/01/2004,,113,113,""Such minor changes, such huge consequences."",7.3,6.99";
en,The Dreamers,01/09/2003,,115,115,Together nothing is impossible. Together nothing is forbidden.,7.2,6.99;
"en,Let's Do It Again,11/10/1975,,110,110,""It's the same two dudes from """"Uptown Saturday Night""""...but this time they're back with kid dyn-o-mite!"",7.7,7.99";
en,Simple Men,14/10/1992,,105,105,They're good boys with bad attitude!,7.1,6.99;
en,Vanishing Point,15/01/1971,,99,99,It's the maximum trip... at maximum speed.,7.1,6.99;
"en,The Thief of Bagdad,18/03/1924,,149,149,""""""Happiness Must Be Earned"""""",7.4,6.99";
"en,""Goodbye, Mr. Chips"",28/07/1939,,114,114,At The Top Of The Year's,7.2,6.99";
en,Pickup on South Street,29/05/1953,,80,80,How the law took a chance on a B-girl… and won!,7.2,6.99;
en,Eternal Sunshine of the Spotless Mind,19/03/2004,,108,108,You can erase someone from your mind. Getting them out of your heart is another story.,7.9,7.99;
"en,Dawn of the Dead,02/09/1978,,127,127,""When there's no more room in hell, the dead will walk the earth."",7.4,6.99";
"en,After Hours,13/09/1985,,97,97,""When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!"",7.4,6.99";
en,Kill Bill: Vol. 2,16/04/2004,,136,136,The bride is back for the final cut.,7.7,7.99;
"en,Man on Fire,23/04/2004,,146,146,""Creasy's art is death, and he is about to paint his masterpiece."",7.3,6.99";
en,Enter the Dragon,17/08/1973,,99,99,Their deadly mission: to crack the forbidden island of Han!,7.3,6.99;
"en,The Rolling Stones: Gimme Shelter,06/12/1970,,91,91,""Landmark film follows the Rolling Stones on their notorious 1969 U.S. tour, culminating in tragedy at San Francisco's Altamont Speedway."",7.8,7.99";
en,The Three Faces of Eve,23/12/1957,,91,91,The Strangest True Experiance A Young Girl Ever Had,7.3,6.99;
en,Fail-Safe,07/10/1964,,112,112,It will have you sitting on the brink of eternity!,7.6,7.99;
en,Pride and Prejudice,26/07/1940,,118,118,The Gayest Comedy Hit of the Screen! Five Gorgeous Beauties on a Mad-Cap Manhunt! With the Stars of,7.3,6.99;
en,Chaplin,18/12/1992,,143,143,Everyone has a wild side. Even a legend.,7.5,7.99;
en,The Miracle Worker,22/05/1962,,106,106,An emotional earthquake!,7.5,7.99;
en,The Bells of St. Mary's,27/12/1945,,126,126,The Whole World's in Tune . . . with Bing and Bergman together at their most brilliant best !,7.3,6.99;
en,Animal Crackers,28/08/1930,,97,97,The maddest comics of them all!,7.2,6.99;
en,Jason and the Argonauts,19/06/1963,,104,104,Greatest Odyssey Of The Ages - for the first time on the screen,7.1,6.99;
en,The Warriors,08/02/1979,,93,93,These are the armies of the night........,7.4,6.99;
